,host,method,t_number,resolution,subunits,NSC,sasa,radius_inner,radius_ave,radius_outer,diameter_inner,diametr_ave,diameter_outer,pdb,uniprot_id
842,Human,ELECTRON MICROSCOPY,pT3,3.05,60,+60 e- per virion,"29,328.1 Å² × 60",105Å,210Å,214Å,210Å,420Å,428Å,6jhs,6JHS
843,Human,ELECTRON MICROSCOPY,pT3,3.79,60,+60 e- per virion,"30,158.3 Å² × 60",109Å,213Å,217Å,218Å,426Å,434Å,6jht,6JHT
844,Human,ELECTRON MICROSCOPY,pT3,4.2,60,-540 e- per virion,"18,990.3 Å² × 60",103Å,155Å,164Å,206Å,310Å,328Å,5lvc,O91464
845,Human,ELECTRON MICROSCOPY,pT3,3.7,60,-780 e- per virion,"15,232.2 Å² × 60",106Å,155Å,162Å,212Å,310Å,324Å,5gka,O91464
846,Human,X-RAY DIFFRACTION,pT3,2.1,60,-480 e- per virion,"11,738.9 Å² × 60",109Å,152Å,160Å,218Å,304Å,320Å,5aoo,
847,Human,X-RAY DIFFRACTION,pT3,3.1,60,+60 e- per virion,"13,186.6 Å² × 60",104Å,150Å,153Å,208Å,300Å,306Å,4z92,
848,Human,ELECTRON MICROSCOPY,pT3,2.8,60,+120 e- per virion,"21,842.5 Å² × 60",102Å,172Å,177Å,204Å,344Å,354Å,6gv4,
849,Human,ELECTRON MICROSCOPY,pT3,4.3,60,-180 e- per virion,"13,042.5 Å² × 60",112Å,154Å,156Å,224Å,308Å,312Å,5apm,D2IE17
850,"Animal,Human",X-RAY DIFFRACTION,pT3,3.09,60,-60 e- per virion,"12,972.2 Å² × 60",104Å,150Å,153Å,208Å,300Å,306Å,5mjv,Q66578
851,Animal,ELECTRON MICROSCOPY,pT3,3.8,60,-420 e- per virion,"13,072.9 Å² × 60",105Å,151Å,152Å,210Å,302Å,304Å,3jb4,
852,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,786.2 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1rmu,P03303
853,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,895.2 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,2hwc,
854,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,879.2 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,2hwb,P03303
855,,X-RAY DIFFRACTION,pT3,3.1,60,-240 e- per virion,"13,934.5 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1ruc,P03303
856,,X-RAY DIFFRACTION,pT3,2.9,60,-240 e- per virion,"13,906.5 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1rud,P03303
857,,X-RAY DIFFRACTION,pT3,2.9,60,-240 e- per virion,"13,885.9 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1ruf,P03303
858,,X-RAY DIFFRACTION,pT3,2.9,60,-240 e- per virion,"13,955.3 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1rue,P03303
859,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,937.9 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1rug,P03303
860,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,923.1 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1ruh,P03303
861,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,885.9 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1ruj,P03303
862,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,868.0 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,2rmu,P03303
863,,X-RAY DIFFRACTION,pT3,4.0,60,-120 e- per virion,"21,331.4 Å² × 60",108Å,184Å,199Å,216Å,368Å,398Å,1rvf,P03303
864,,X-RAY DIFFRACTION,pT3,3.3,60,-480 e- per virion,"16,624.6 Å² × 60",106Å,155Å,159Å,212Å,310Å,318Å,1na1,P03303
865,,X-RAY DIFFRACTION,pT3,2.5,60,-480 e- per virion,"16,275.5 Å² × 60",107Å,156Å,159Å,214Å,312Å,318Å,1ncq,P03303
866,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,957.1 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1hri,P03303
867,,SYNCHROTRON X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,932.9 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1hrv,P03303
868,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,919.0 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,2rr1,P03303
869,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,923.3 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,2rs1,P03303
870,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,905.0 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,2rm2,P03303
871,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,916.3 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,2rs3,P03303
872,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,888.7 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,2r04,P03303
873,,X-RAY DIFFRACTION,pT3,2.9,60,-240 e- per virion,"13,897.9 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1r09,P03303
874,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,872.0 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,2rs5,P03303
875,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,913.4 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,2r06,P03303
876,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,932.4 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,2r07,P03303
877,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,964.2 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1r08,P03303
878,Human,X-RAY DIFFRACTION,pT3,2.15,60,-360 e- per virion,"18,020.7 Å² × 60",96Å,155Å,160Å,192Å,310Å,320Å,1aym,Q82122
879,,X-RAY DIFFRACTION,pT3,2.9,60,-360 e- per virion,"18,082.7 Å² × 60",96Å,157Å,160Å,192Å,314Å,320Å,1ayn,Q82122
880,,X-RAY DIFFRACTION,pT3,2.5,60,-360 e- per virion,"17,789.2 Å² × 60",95Å,156Å,160Å,190Å,312Å,320Å,1nd2,Q82122
881,,CRYO-ELECTRON MICROSCOPY,pT3,28.0,60,-240 e- per virion,"48,079.5 Å² × 60",96Å,212Å,214Å,192Å,424Å,428Å,1d3e,P05362
882,,X-RAY DIFFRACTION,pT3,2.8,60,-360 e- per virion,"17,961.2 Å² × 60",96Å,155Å,160Å,192Å,310Å,320Å,1qju,Q82122
883,,X-RAY DIFFRACTION,pT3,2.8,60,-360 e- per virion,"18,011.3 Å² × 60",96Å,155Å,160Å,192Å,310Å,320Å,1qjx,Q82122
884,,X-RAY DIFFRACTION,pT3,2.8,60,-420 e- per virion,"18,012.6 Å² × 60",96Å,155Å,160Å,192Å,310Å,320Å,1qjy,
885,,CRYO-ELECTRON MICROSCOPY,pT3,26.0,60,,"47,950.2 Å² × 60",108Å,201Å,212Å,216Å,402Å,424Å,1d3i,P05362
886,,X-RAY DIFFRACTION,pT3,2.7,60,-300 e- per virion,"18,758.5 Å² × 60",99Å,157Å,161Å,198Å,314Å,322Å,1k5m,p03303
887,,X-RAY DIFFRACTION,pT3,2.8,60,-240 e- per virion,"17,724.6 Å² × 60",95Å,157Å,160Å,190Å,314Å,320Å,1c8m,Q82122
888,,X-RAY DIFFRACTION,pT3,2.7,60,-360 e- per virion,"17,717.4 Å² × 60",95Å,154Å,159Å,190Å,308Å,318Å,1ncr,Q82122
889,,X-RAY DIFFRACTION,pT3,2.8,60,-240 e- per virion,"17,759.9 Å² × 60",95Å,157Å,160Å,190Å,314Å,320Å,1nd3,Q82122
890,,X-RAY DIFFRACTION,pT3,3.8,60,-60 e- per virion,"16,268.7 Å² × 60",104Å,156Å,160Å,208Å,312Å,320Å,2hwf,P23008
891,,X-RAY DIFFRACTION,pT3,3.8,60,-60 e- per virion,"16,244.5 Å² × 60",105Å,157Å,161Å,210Å,314Å,322Å,2hwe,P23008
892,,X-RAY DIFFRACTION,pT3,3.8,60,-60 e- per virion,"16,215.8 Å² × 60",105Å,157Å,161Å,210Å,314Å,322Å,2hwd,P23008
893,,X-RAY DIFFRACTION,pT3,2.6,60,-240 e- per virion,"16,192.0 Å² × 60",104Å,157Å,160Å,208Å,314Å,320Å,1fpn,P04936
894,,X-RAY DIFFRACTION,pT3,3.6,60,-480 e- per virion,"19,028.3 Å² × 60",103Å,168Å,175Å,206Å,336Å,350Å,1v9u,P04936
895,,X-RAY DIFFRACTION,pT3,3.0,60,-180 e- per virion,"14,808.2 Å² × 60",106Å,158Å,161Å,212Å,316Å,322Å,1rhi,Q82081
896,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,943.1 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1rui,P03303
897,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,869.2 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,4rhv,P03303
898,,X-RAY DIFFRACTION,pT3,3.2,60,-180 e- per virion,"16,149.5 Å² × 60",104Å,156Å,160Å,208Å,312Å,320Å,1r1a,P23008
899,,X-RAY DIFFRACTION,pT3,3.0,60,-240 e- per virion,"13,934.3 Å² × 60",108Å,157Å,161Å,216Å,314Å,322Å,1vrh,P03303
900,Human,X-RAY DIFFRACTION,pT3,3.2,60,-180 e- per virion,"17,407.9 Å² × 60",100Å,157Å,159Å,200Å,314Å,318Å,3vdd,
901,Human,X-RAY DIFFRACTION,pT3,3.0,60,-120 e- per virion,"15,271.5 Å² × 60",115Å,163Å,166Å,230Å,326Å,332Å,3tn9,
902,Animal,ELECTRON MICROSCOPY,pT3,2.84,60,+120 e- per virion,"24,194.8 Å² × 60",111Å,196Å,200Å,222Å,392Å,400Å,6adm,
903,Animal,ELECTRON MICROSCOPY,pT3,3.08,60,-60 e- per virion,"23,241.1 Å² × 60",117Å,198Å,202Å,234Å,396Å,404Å,6adl,
904,Animal,ELECTRON MICROSCOPY,pT3,3.38,60,,"24,479.9 Å² × 60",111Å,192Å,200Å,222Å,384Å,400Å,6adr,
905,Humans,ELECTRON MICROSCOPY,pT3,2.47,60,,"15,235.3 Å² × 60",107Å,157Å,164Å,214Å,314Å,328Å,8cxp,
906,Animal,ELECTRON MICROSCOPY,pT3,3.8,60,+240 e- per virion,"26,061.6 Å² × 60",109Å,191Å,200Å,218Å,382Å,400Å,6cx1,A0A218L148
907,Animal,ELECTRON MICROSCOPY,pT3,2.84,60,+360 e- per virion,"16,196.2 Å² × 60",111Å,161Å,164Å,222Å,322Å,328Å,6ads,6ADS
908,Animal,ELECTRON MICROSCOPY,pT3,3.22,60,+60 e- per virion,"17,152.8 Å² × 60",110Å,161Å,167Å,220Å,322Å,334Å,6adt,6ADT
909,Animal,X-RAY DIFFRACTION,pT3,2.3,60,-120 e- per virion,"15,748.3 Å² × 60",106Å,157Å,163Å,212Å,314Å,326Å,3cji,
910,Bacteria,ELECTRON MICROSCOPY,3,4.03,180,+240 e- per virion,"19,263.7 Å² × 60",163Å,206Å,213Å,326Å,412Å,426Å,6tsw,D5ATZ3
911,Saccharomyces cerevisiae,ELECTRON MICROSCOPY,9,7.5,540,,,222Å,277Å,281Å,444Å,554Å,562Å,6r24,Q7LHG5
912,,ELECTRON MICROSCOPY,1,2.91,60,+60 e- per virion,"3,757.0 Å² × 60",53Å,87Å,89Å,106Å,174Å,178Å,6jja,
913,,X-RAY DIFFRACTION,3,3.6,180,+120 e- per virion,"12,429.8 Å² × 60",107Å,149Å,158Å,214Å,298Å,316Å,2vq0,Q9EB06
914,,X-RAY DIFFRACTION,3,2.7,180,-480 e- per virion,"12,565.0 Å² × 60",109Å,152Å,160Å,218Å,304Å,320Å,1ng0,11557855
915,,X-RAY DIFFRACTION,3,2.9,180,,"12,247.2 Å² × 60",103Å,152Å,156Å,206Å,304Å,312Å,2izw,
916,,X-RAY DIFFRACTION,3,4.1,180,+60 e- per virion,"11,774.9 Å² × 60",106Å,149Å,158Å,212Å,298Å,316Å,1x35,9931922
917,,X-RAY DIFFRACTION,3,2.8,180,+120 e- per virion,"12,073.1 Å² × 60",107Å,150Å,159Å,214Å,300Å,318Å,1f2n,388354
918,,X-RAY DIFFRACTION,3,3.0,180,-120 e- per virion,"12,315.5 Å² × 60",107Å,150Å,160Å,214Å,300Å,320Å,1smv,Q9EB06
919,,X-RAY DIFFRACTION,1,3.3,60,-60 e- per virion,"3,163.4 Å² × 60",57Å,91Å,96Å,114Å,182Å,192Å,1vb4,10645645
920,,X-RAY DIFFRACTION,1,3.05,60,,"3,314.0 Å² × 60",58Å,96Å,97Å,116Å,192Å,194Å,1vak,10645645
921,,X-RAY DIFFRACTION,1,3.4,60,-120 e- per virion,"3,669.8 Å² × 60",58Å,92Å,97Å,116Å,184Å,194Å,1vb2,10645645
922,,X-RAY DIFFRACTION,3,2.8,180,+300 e- per virion,"12,540.9 Å² × 60",107Å,151Å,160Å,214Å,302Å,320Å,4sbv,P03607
923,Plant,X-RAY DIFFRACTION,1,2.7,60,-120 e- per virion,"3,125.7 Å² × 60",57Å,91Å,96Å,114Å,182Å,192Å,1x36,
924,,X-RAY DIFFRACTION,1,3.0,60,,"3,328.6 Å² × 60",58Å,92Å,97Å,116Å,184Å,194Å,4y4y,
925,Plant,X-RAY DIFFRACTION,1,2.95,60,-120 e- per virion,"3,237.6 Å² × 60",58Å,92Å,96Å,116Å,184Å,192Å,4y5z,
926,,X-RAY DIFFRACTION,3,3.6,180,+120 e- per virion,"5,660.2 Å² × 60",107Å,155Å,160Å,214Å,310Å,320Å,1x33,9931922
927,Archaea,ELECTRON MICROSCOPY,28d,3.74,1680,,,333Å,412Å,427Å,666Å,824Å,854Å,6h9c,
928,Archaea,ELECTRON MICROSCOPY,28d,3.8,1680,,,295Å,409Å,423Å,590Å,818Å,846Å,6qt9,
929,Archaea,ELECTRON MICROSCOPY,28d,3.78,1680,,,334Å,414Å,464Å,668Å,828Å,928Å,6h82,
930,Bacteria,ELECTRON MICROSCOPY,1,2.9,60,+300 e- per virion,"6,657.7 Å² × 60",86Å,122Å,128Å,172Å,244Å,256Å,6x8t,Q55032
931,Bacteria,ELECTRON MICROSCOPY,1,2.2,60,+300 e- per virion,"6,515.9 Å² × 60",85Å,123Å,127Å,170Å,246Å,254Å,6x8m,Q55032
932,,CRYO-ELECTRON MICROSCOPY,pT25,13.5,780,-4980 e- per virion,"127,312.3 Å² × 60",242Å,330Å,348Å,484Å,660Å,696Å,1gw7,P22535
933,,X-RAY DIFFRACTION,pT25,4.2,780,,"146,433.9 Å² × 60",226Å,338Å,352Å,452Å,676Å,704Å,1w8x,1W8X
934,,CRYO-ELECTRON MICROSCOPY,pT25,12.0,780,-3060 e- per virion,"94,051.6 Å² × 60",235Å,314Å,325Å,470Å,628Å,650Å,1hb5,P22535
935,,CRYO-ELECTRON MICROSCOPY,pT25,14.0,780,-4620 e- per virion,"122,759.3 Å² × 60",241Å,327Å,346Å,482Å,654Å,692Å,1hb7,P22535
936,,CRYO-ELECTRON MICROSCOPY,pT25,13.3,780,-4620 e- per virion,"125,797.9 Å² × 60",241Å,332Å,347Å,482Å,664Å,694Å,1gw8,P22535
937,,CRYO-ELECTRON MICROSCOPY,pT25,25.0,780,-5160 e- per virion,"134,264.2 Å² × 60",244Å,336Å,351Å,488Å,672Å,702Å,1hb9,P22535
938,Insect,X-RAY DIFFRACTION,4,3.8,240,-2220 e- per virion,"38,190.7 Å² × 60",114Å,207Å,210Å,228Å,414Å,420Å,2qqp,
939,Insect,X-RAY DIFFRACTION,4,2.5,240,-2880 e- per virion,"43,045.9 Å² × 60",114Å,211Å,219Å,228Å,422Å,438Å,3s6p,
940,,X-RAY DIFFRACTION,4,2.8,240,-3720 e- per virion,"42,626.1 Å² × 60",117Å,211Å,216Å,234Å,422Å,432Å,1ohf,Q90063
941,Insects,ELECTRON MICROSCOPY,4,2.72,240,-3480 e- per virion,"42,160.3 Å² × 60",115Å,210Å,214Å,230Å,420Å,428Å,7anm,
942,Insects,ELECTRON MICROSCOPY,4,6.63,240,-3480 e- per virion,"75,577.7 Å² × 60",149Å,239Å,241Å,298Å,478Å,482Å,7ata,
943,Bacteria,ELECTRON MICROSCOPY,13,3.53,780,,,375Å,454Å,477Å,750Å,908Å,954Å,6j3q,6J3Q
944,,X-RAY DIFFRACTION,7l,7.5,420,-600 e- per virion,"53,994.9 Å² × 60",260Å,300Å,322Å,520Å,600Å,644Å,2frp,P49861
945,,CRYO-ELECTRON MICROSCOPY,7l,12.0,420,,"56,872.3 Å² × 60",260Å,295Å,314Å,520Å,590Å,628Å,2fte,P49861
946,Bacteria,X-RAY DIFFRACTION,7l,3.9,420,-900 e- per virion,"54,045.9 Å² × 60",260Å,305Å,326Å,520Å,610Å,652Å,2ft1,P49861
947,,X-RAY DIFFRACTION,7l,4.2,420,-720 e- per virion,"56,628.5 Å² × 60",259Å,300Å,321Å,518Å,600Å,642Å,2fs3,P49861
948,,X-RAY DIFFRACTION,7l,3.45,420,-780 e- per virion,"54,821.2 Å² × 60",261Å,308Å,329Å,522Å,616Å,658Å,1ohg,P49861
949,,X-RAY DIFFRACTION,7l,3.8,420,-660 e- per virion,"54,889.4 Å² × 60",259Å,299Å,320Å,518Å,598Å,640Å,2fsy,P49861
950,Bacteria,X-RAY DIFFRACTION,7l,5.2,420,-960 e- per virion,"59,730.2 Å² × 60",201Å,260Å,271Å,402Å,520Å,542Å,2gp1,P49861
951,,CRYO-ELECTRON MICROSCOPY,7l,12.0,420,-2400 e- per virion,"94,926.8 Å² × 60",209Å,266Å,276Å,418Å,532Å,552Å,1if0,609312
952,Bacteria,ELECTRON MICROSCOPY,7l,8.8,420,,"79,173.9 Å² × 60",278Å,331Å,338Å,556Å,662Å,676Å,4an5,Q38582
953,Bacteria,ELECTRON MICROSCOPY,7l,3.7,420,-1020 e- per virion,"52,728.8 Å² × 60",259Å,300Å,310Å,518Å,600Å,620Å,3jb5,A4K473
954,Bacteria,ELECTRON MICROSCOPY,7,5.03,420,-960 e- per virion,"75,182.8 Å² × 60",217Å,281Å,296Å,434Å,562Å,592Å,7vi9,P03713
955,Bacteria,ELECTRON MICROSCOPY,7,5.6,420,-900 e- per virion,"88,621.8 Å² × 60",280Å,343Å,352Å,560Å,686Å,704Å,7vii,P03713
956,Bacteria,X-RAY DIFFRACTION,7l,3.65,420,-480 e- per virion,"52,774.6 Å² × 60",203Å,260Å,271Å,406Å,520Å,542Å,3e8k,P49861
957,Bacteria,CRYO-ELECTRON MICROSCOPY,7l,14.0,420,-780 e- per virion,"66,800.6 Å² × 60",235Å,285Å,308Å,470Å,570Å,616Å,3ddx,P49861
958,Bacteria,X-RAY DIFFRACTION,7l,5.2,420,-1440 e- per virion,"68,642.0 Å² × 60",194Å,253Å,268Å,388Å,506Å,536Å,3p8q,
959,Bacteria,X-RAY DIFFRACTION,7l,5.2,420,-1200 e- per virion,"63,660.1 Å² × 60",194Å,254Å,268Å,388Å,508Å,536Å,3qpr,P49861
960,Bacteria,ELECTRON MICROSCOPY,7l,3.6,420,-540 e- per virion,"81,891.8 Å² × 60",279Å,344Å,350Å,558Å,688Å,700Å,5wk1,S5MS27
961,Bacteria,ELECTRON MICROSCOPY,7l,2.8,420,,"129,320.3 Å² × 60",334Å,405Å,421Å,668Å,810Å,842Å,6o3h,A7XXR6
962,Bacteria,ELECTRON MICROSCOPY,7l,3.74,420,,"127,916.3 Å² × 60",334Å,401Å,417Å,668Å,802Å,834Å,6i9e,A7XXC2
963,Bacteria,ELECTRON MICROSCOPY,7l,4.39,420,-2640 e- per virion,"93,386.8 Å² × 60",254Å,323Å,336Å,508Å,646Å,672Å,6ibc,A7XXC2
964,Bacteria,ELECTRON MICROSCOPY,4,3.7,240,-660 e- per virion,"42,183.2 Å² × 60",139Å,215Å,221Å,278Å,430Å,442Å,6b23,
965,Bacteria,ELECTRON MICROSCOPY,7l,3.8,420,-1200 e- per virion,"72,887.2 Å² × 60",207Å,274Å,282Å,414Å,548Å,564Å,6b0x,
966,Bacteria,ELECTRON MICROSCOPY,7l,5.2,420,,,244Å,288Å,309Å,488Å,576Å,618Å,6c21,A4ZFB3
967,Bacteria,ELECTRON MICROSCOPY,4,8.4,240,,,202Å,244Å,259Å,404Å,488Å,518Å,6c22,A4ZFB3
968,Bacteria,ELECTRON MICROSCOPY,13,3.8,780,,"115,259.4 Å² × 60",373Å,436Å,464Å,746Å,872Å,928Å,6omc,
969,Bacteria,ELECTRON MICROSCOPY,13,7.2,780,,"119,517.0 Å² × 60",378Å,438Å,466Å,756Å,876Å,932Å,6oma,
970,Bacteria,ELECTRON MICROSCOPY,13,6.7,780,-120 e- per virion,"143,369.2 Å² × 60",300Å,367Å,386Å,600Å,734Å,772Å,6okb,Q6QGD8
971,Bacteria:Staphylococcus aureus,ELECTRON MICROSCOPY,4,4.0,240,-1140 e- per virion,"31,632.8 Å² × 60",165Å,213Å,220Å,330Å,426Å,440Å,7rwz,E2FZQ5
972,Bacteria,ELECTRON MICROSCOPY,7l,4.0,420,-2220 e- per virion,"78,429.1 Å² × 60",281Å,338Å,355Å,562Å,676Å,710Å,6r3a,Q38582
973,Bacteria,ELECTRON MICROSCOPY,7l,4.5,420,-3060 e- per virion,"85,444.4 Å² × 60",237Å,299Å,308Å,474Å,598Å,616Å,6r3b,Q38582
974,Bacteria,ELECTRON MICROSCOPY,7l,4.2,420,-2940 e- per virion,"89,455.7 Å² × 60",274Å,324Å,343Å,548Å,648Å,686Å,6rtl,Q38582
975,Plant,ELECTRON MICROSCOPY,pT3,2.87,60,+360 e- per virion,"11,067.3 Å² × 60",114Å,159Å,159Å,228Å,318Å,318Å,7chk,Q9JGP1
976,,X-RAY DIFFRACTION,pT3,2.8,60,+120 e- per virion,"10,942.2 Å² × 60",102Å,153Å,160Å,204Å,306Å,320Å,1pgl,P23009
977,,X-RAY DIFFRACTION,pT3,2.9,60,+120 e- per virion,"11,388.1 Å² × 60",102Å,153Å,160Å,204Å,306Å,320Å,1pgw,P23009
978,,X-RAY DIFFRACTION,pT3,3.0,60,-480 e- per virion,"10,811.7 Å² × 60",101Å,153Å,159Å,202Å,306Å,318Å,1ny7,P03599
979,Plant,ELECTRON MICROSCOPY,pT3,3.22,60,-180 e- per virion,"11,793.5 Å² × 60",103Å,155Å,159Å,206Å,310Å,318Å,6qcc,D0PSV7
980,Plant,X-RAY DIFFRACTION,pT3,2.3,60,-420 e- per virion,"11,346.6 Å² × 60",101Å,153Å,159Å,202Å,306Å,318Å,5fmo,
981,Plant,ELECTRON MICROSCOPY,pT3,3.04,60,-300 e- per virion,"10,995.6 Å² × 60",101Å,153Å,158Å,202Å,306Å,316Å,5a33,P03599
982,Plant,ELECTRON MICROSCOPY,pT3,3.44,60,-300 e- per virion,"10,435.3 Å² × 60",100Å,152Å,158Å,200Å,304Å,316Å,5a32,P03599
983,Plant,X-RAY DIFFRACTION,pT3,3.0,60,+60 e- per virion,"12,250.2 Å² × 60",102Å,153Å,160Å,204Å,306Å,320Å,1bmv,1BMV
984,,X-RAY DIFFRACTION,pT3,2.4,60,+180 e- per virion,"10,673.4 Å² × 60",102Å,153Å,155Å,204Å,306Å,310Å,rcmv,
985,Plant,X-RAY DIFFRACTION,pT3,4.0,60,-180 e- per virion,"13,611.4 Å² × 60",100Å,151Å,158Å,200Å,302Å,316Å,2bfu,
986,Plant,ELECTRON MICROSCOPY,pT3,2.8,60,+60 e- per virion,"16,728.2 Å² × 60",112Å,178Å,183Å,224Å,356Å,366Å,5foj,
987,Plant,X-RAY DIFFRACTION,pT3,3.7,60,+60 e- per virion,"10,803.3 Å² × 60",110Å,153Å,153Å,220Å,306Å,306Å,4v5w,
988,,X-RAY DIFFRACTION,pT3,3.5,60,-120 e- per virion,"11,154.2 Å² × 60",105Å,154Å,158Å,210Å,308Å,316Å,1a6c,Q88894
989,Plant,X-RAY DIFFRACTION,pT3,2.7,60,-60 e- per virion,"10,894.4 Å² × 60",110Å,153Å,153Å,220Å,306Å,306Å,2y26,
990,Plant,X-RAY DIFFRACTION,pT3,3.0,60,+60 e- per virion,"10,803.6 Å² × 60",110Å,153Å,153Å,220Å,306Å,306Å,4v5t,
991,Bacteria,X-RAY DIFFRACTION,3,3.6,180,-60 e- per virion,"19,844.1 Å² × 60",141Å,185Å,192Å,282Å,370Å,384Å,2e0z,
992,Humans,ELECTRON MICROSCOPY,4,4.04,240,+1260 e- per virion,"184,577.2 Å² × 60",167Å,345Å,347Å,334Å,690Å,694Å,7v4t,A0MNM2
993,Humans,ELECTRON MICROSCOPY,4,3.5,240,+540 e- per virion,"143,987.2 Å² × 60",202Å,337Å,339Å,404Å,674Å,678Å,6imm,
994,Humans,ELECTRON MICROSCOPY,4,5.2,240,,,170Å,396Å,401Å,340Å,792Å,802Å,7cvy,7CVY
995,Humans,ELECTRON MICROSCOPY,4,4.7,240,,,170Å,352Å,355Å,340Å,704Å,710Å,7cvz,7CVZ
996,Humans,ELECTRON MICROSCOPY,4,5.9,240,,,170Å,354Å,356Å,340Å,708Å,712Å,7cw0,7CW0
997,Humans,ELECTRON MICROSCOPY,4,4.4,240,,"178,052.3 Å² × 60",170Å,343Å,346Å,340Å,686Å,692Å,7ko8,7KO8
998,Animal,ELECTRON MICROSCOPY,4,4.4,240,+60 e- per virion,"150,715.8 Å² × 60",157Å,321Å,326Å,314Å,642Å,652Å,6mx4,
999,Animal,ELECTRON MICROSCOPY,4,7.3,240,+720 e- per virion,"170,481.8 Å² × 60",244Å,388Å,392Å,488Å,776Å,784Å,6mw9,E9KXM2
1000,Animal,ELECTRON MICROSCOPY,4,7.7,240,+120 e- per virion,"166,380.3 Å² × 60",244Å,383Å,385Å,488Å,766Å,770Å,6mui,E9KXM2
1001,Animal,ELECTRON MICROSCOPY,4,7.5,240,+180 e- per virion,"168,739.8 Å² × 60",244Å,389Å,392Å,488Å,778Å,784Å,6mwc,E9KXM2
1002,Animal,ELECTRON MICROSCOPY,4,7.3,240,,"165,648.0 Å² × 60",244Å,383Å,385Å,488Å,766Å,770Å,6mwv,E9KXM2
1003,Animal,ELECTRON MICROSCOPY,4,8.2,240,+360 e- per virion,"171,763.0 Å² × 60",244Å,383Å,385Å,488Å,766Å,770Å,6mwx,E9KXM2
1004,Animal,ELECTRON MICROSCOPY,4,4.8,240,+1620 e- per virion,"29,598.9 Å² × 60",142Å,195Å,197Å,284Å,390Å,394Å,6mx7,P27284
1005,Humans,ELECTRON MICROSCOPY,4,4.2,240,,"169,563.3 Å² × 60",178Å,347Å,352Å,356Å,694Å,704Å,6xo4,Q88678
1006,Humans,ELECTRON MICROSCOPY,4,8.5,240,,,178Å,409Å,411Å,356Å,818Å,822Å,6xob,Q88678
1007,Humans,ELECTRON MICROSCOPY,4,4.2,240,,"164,000.7 Å² × 60",160Å,337Å,340Å,320Å,674Å,680Å,7sfu,P05674
1008,Humans,ELECTRON MICROSCOPY,4,4.0,240,,"224,903.8 Å² × 60",163Å,398Å,403Å,326Å,796Å,806Å,7sfv,P05674
1009,Humans,ELECTRON MICROSCOPY,4,4.2,240,,"171,431.7 Å² × 60",168Å,340Å,343Å,336Å,680Å,686Å,7n1i,
